images_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,target domain,source domain,target modality,source modality,Language
E_image_ (3872).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3777).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3372).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2742).jpg,3(anger),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (942).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (961).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2420).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (856).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3608).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),1,image dominant,pizza,cat,image,image,EN
E_image_ (321).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,;1,toilet paper,text,image,EN
E_image_ (3756).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (301).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,you,dog,text,image,EN
E_image_ (93).jpg,2(love),3(very),2(expressive),0(non-offensive),1,text dominant,power,knowledge,text,text,EN
E_image_ (2951).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (64).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),1,complementary,cocaine,snow,text,image,EN
E_image_ (3655).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1135).jpg,3(anger),2(moderately),2(expressive),2(moderately),0,,,,,,EN
E_image_ (1472).jpg,2(love),1(slightly),1(interactive),0(non-offensive),1,complementary,aliens,Teletubbies,text,complementary,EN
E_image_ (998).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2844).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (893).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),1,image dominant,Mr.Bean,train,image,image,EN
E_image_ (3736).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3421).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2889).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (993).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1324).jpg,7(surprise),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2415).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2506).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2833).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2050).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2721).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1576).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3580).jpg,3(anger),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (180).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),1,complementary,me;coronavirus,man;man,text,image,EN
E_image_ (2540).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,chocolate rain,excrement,text,image,EN
E_image_ (380).jpg,1(happiness),3(very),3(entertaining),0(non-offensive),1,complementary,you,cat,text,image,EN
E_image_ (133).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,some people;me,leopard;rabbit,text,image,EN
E_image_ (1711).jpg,1(happiness),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (1306).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3266).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1763).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3819).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1213).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,complementary,legend,Jackie Chan,text,image,EN
E_image_ (1475).jpg,3(anger),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1199).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3678).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,me;my toxic girlfriend,kid;cactus,text,image,EN
E_image_ (558).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,idea,light bulb,text,image,EN
E_image_ (2817).jpg,7(surprise),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3337).jpg,3(anger),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (3228).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,girl,frog,text,image,EN
E_image_ (1880).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3234).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (924).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2207).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,penguin,cat,text,image,EN
E_image_ (1898).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1082).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2321).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3913).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (582).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,debt,promise,text,text,EN
E_image_ (2707).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2675).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1659).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3862).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,image dominant,pudding,Putin,image,image,EN
E_image_ (1996).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2699).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (694).jpg,2(love),1(slightly),1(interactive),0(non-offensive),1,complementary,u;me,strawberry;cat,text,image,EN
E_image_ (53).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),1,complementary,friends;me,bear;bear,text,image,EN
E_image_ (2792).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (246).jpg,3(anger),3(very),4(offensive),3(very),1,complementary,flower,wolf,text,image,EN
E_image_ (3132).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (394).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,complementary,teacher,cat,text,image,EN
E_image_ (1377).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),1,complementary,me,cat,text,image,EN
E_image_ (1465).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3395).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,,EN
E_image_ (3171).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (261).jpg,5(fear),3(very),3(entertaining),0(non-offensive),1,complementary,fish;gravel vag,man;storm,text,image,EN
E_image_ (3893).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (3137).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (404).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,cocaine,rainbow,text,image,EN
E_image_ (3406).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3703).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2312).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (220).jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,complementary,you,tomato,text,image,EN
E_image_ (2644).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2595).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3091).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3866).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (415).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,practice;love life,pit;rainbow,text,image,EN
E_image_ (2607).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3119).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (954).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1373).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1072).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2399).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2036).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2284).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),1,text dominant,life,slav squat,text,text,EN
E_image_ (3969).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1639).jpg,1(happiness),2(moderately),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (2915).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2637).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3550).jpg,2(love),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2728).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),1,complementary,people who play Fortnite;people who don't play Fortnite,cat;cat,text,image,EN
E_image_ (2888).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (588).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,diamond,test,image,text,EN
E_image_ (682).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,tears,water,text,complementary,EN
E_image_ (849).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2662).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1088).jpg,2(love),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (233).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,ghost,dog,text,image,EN
E_image_ (1544).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2407).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2804).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2921).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3201).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1115).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (662).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,journey,life,text,text,EN
E_image_ (1139).jpg,2(love),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (591).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,you,fox,text,image,EN
E_image_ (3287).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1856).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (900).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2999).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3553).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1246).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1333).jpg,7(surprise),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3419).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (474).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,patience,rainbow,text,image,EN
E_image_ (3510).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3544).jpg,5(fear),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2002).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (151).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,sheep,cat,complementary,image,EN
E_image_ (2338).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2489).jpg,3(anger),1(slightly),4(offensive),2(moderately),0,,,,,,EN
E_image_ (0).jpg,4(sorrow),2(moderately),4(offensive),1(slightly),1,complementary,you,seal,text,image,EN
E_image_ (3603).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1848).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (50).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,me;red panda pictures,raccoon;faucet,text,image,EN
E_image_ (3539).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1093).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1105).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (752).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,me,bird,text,image,EN
E_image_ (571).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,rainwater,cats and dogs,complementary,complementary,EN
E_image_ (2094).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1895).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1909).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3918).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2390).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2639).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1952).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,,EN
E_image_ (1740).jpg,1(happiness),1(slightly),4(offensive),1(slightly),1,image dominant,Nazi,kid,complementary,image,EN
E_image_ (2693).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2593).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3127).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2226).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1563).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2219).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2651).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2673).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2931).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2485).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,life,height,text,image,EN
E_image_ (375).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,legs,crabsticks,complementary,complementary,EN
E_image_ (2908).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2115).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3325).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1313).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1519).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (848).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (40).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),1,image dominant,phone,banana,image,image,EN
E_image_ (704).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,image dominant,Donald Trump,corn,image,image,EN
E_image_ (2706).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2748).jpg,5(fear),1(slightly),4(offensive),0(non-offensive),1,complementary,you;twitter,Trump;bird,text,image,EN
E_image_ (1758).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3441).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (3724).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1808).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3112).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1706).jpg,7(surprise),1(slightly),4(offensive),3(very),0,,,,,,EN
E_image_ (1612).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (347).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,potato,i,text,text,EN
E_image_ (3833).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3314).jpg,4(sorrow),2(moderately),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (1962).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (628).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,image dominant,French fries,cigarette,image,image,EN
E_image_ (1231).jpg,2(love),3(very),3(entertaining),0(non-offensive),1,complementary,jungkook;justin bieber;all the possible artists,man;woman;woman,text,image,EN
E_image_ (1572).jpg,4(sorrow),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2229).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2763).jpg,3(anger),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3422).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2105).jpg,4(sorrow),2(moderately),2(expressive),1(slightly),0,,,,,,EN
E_image_ (968).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1966).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3186).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3945).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (3211).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3761).jpg,4(sorrow),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (601).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,peace,pigeon,text,image,EN
E_image_ (3194).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1531).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3773).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3596).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2805).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2081).jpg,7(surprise),2(moderately),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (3716).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2778).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1922).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (245).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,image dominant,human,flower,image,image,EN
E_image_ (522).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,your sadness;me,car;cat,text,image,EN
E_image_ (365).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,turtle,dog,text,image,EN
E_image_ (1524).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (981).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1999).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1183).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1462).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (156).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,lion;sheep,human;human,text,image,EN
E_image_ (3415).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1608).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1016).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (282).jpg,5(fear),3(very),1(interactive),0(non-offensive),1,complementary,apples;doctors,shark;woman,text,image,EN
E_image_ (3397).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1041).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1368).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2509).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (723).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,mother of success,failure,text,text,EN
E_image_ (3996).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3088).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (618).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,hope,you,text,text,EN
E_image_ (2449).jpg,7(surprise),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3605).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2271).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3726).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3838).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3663).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,you,man,text,image,EN
E_image_ (95).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,complementary,knowledge,rainbow,text,image,EN
E_image_ (753).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,key,education,text,text,EN
E_image_ (3805).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (508).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),1,text dominant,dessert,you,text,text,EN
E_image_ (1004).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2126).jpg,7(surprise),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2104).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (908).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2417).jpg,3(anger),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3452).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3574).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1882).jpg,6(hate),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (2836).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (157).jpg,7(surprise),2(moderately),4(offensive),1(slightly),1,complementary,Apple;Apple Fans;phone,man;man;box,text,image,EN
E_image_ (1915).jpg,3(anger),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (3015).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,aliens,clouds,text,image,EN
E_image_ (681).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,complementary,tears,water,text,complementary,EN
E_image_ (1979).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3751).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1008).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2297).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (886).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (934).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1446).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (123).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,citizen;politician says something,man;butterfly,text,image,EN
E_image_ (3966).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2442).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (461).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,too much drugs,rainbow,text,image,EN
E_image_ (2337).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,fire cracker,redneck bursting into flames,text,text,EN
E_image_ (214).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,movie,book,complementary,complementary,EN
E_image_ (3066).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1359).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1032).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (284).jpg,1(happiness),2(moderately),4(offensive),1(slightly),1,image dominant,human,vegetables,image,image,EN
E_image_ (2904).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1021).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2020).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2683).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (348).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,me,potato,text,image,EN
